flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,is_overnight,route,flight_instance_key,reject_reason,record_status,processed_at
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,04:43:00,283.0,False,CCU-BLR,6F036_20260420021441,,accepted,2026-09-11 07:11:20.739575+00:00
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,04:40:00,280.0,False,CCU-BOM,6F201_20260420020941,,accepted,2026-09-11 07:11:20.739575+00:00
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,03:59:00,239.0,False,CCU-DEL,6F143_20260420020941,,accepted,2026-09-11 07:11:20.739575+00:00
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,02:22:00,142.0,False,HYD-MAA,6F177_20260420020341,,accepted,2026-09-11 07:11:20.739575+00:00
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,04:37:00,277.0,False,BOM-BLR,6F031_20260420020041,,accepted,2026-09-11 07:11:20.739575+00:00
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,04:13:00,253.0,False,DEL-BLR,UK165_20260420015141,,accepted,2026-09-11 07:11:20.739575+00:00
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,03:44:00,224.0,False,DEL-BLR,6F122_20260420014441,,accepted,2026-09-11 07:11:20.739575+00:00
AI009,Unknown,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,02:34:00,154.0,False,DEL-CCU,AI009_20260420013141,,accepted,2026-09-11 07:11:20.739575+00:00
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,03:41:00,221.0,False,DEL-BLR,6F046_20260420012741,,accepted,2026-09-11 07:11:20.739575+00:00
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,00:55:00,55.0,False,MAA-BLR,AI051_20260420012741,,accepted,2026-09-11 07:11:20.739575+00:00
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,01:35:00,95.0,False,BOM-CCU,UK222_20260420012241,,accepted,2026-09-11 07:11:20.739575+00:00
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,02:37:00,157.0,False,BOM-DEL,SJ127_20260420012141,,accepted,2026-09-11 07:11:20.739575+00:00
AI226,Unknown,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,02:49:00,169.0,False,BLR-HYD,AI226_20260420011941,,accepted,2026-09-11 07:11:20.739575+00:00
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,01:24:00,84.0,False,BOM-CCU,AI216_20260420011041,,accepted,2026-09-11 07:11:20.739575+00:00
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,02:29:00,149.0,False,BOM-CCU,6F058_20260420010441,,accepted,2026-09-11 07:11:20.739575+00:00
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,03:13:00,193.0,False,DEL-CCU,SJ207_20260420005241,,accepted,2026-09-11 07:11:20.739575+00:00
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,04:41:00,281.0,False,CCU-BOM,SJ198_20260420004741,,accepted,2026-09-11 07:11:20.739575+00:00
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,02:36:00,156.0,False,BLR-HYD,SJ108_20260420004041,,accepted,2026-09-11 07:11:20.739575+00:00
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,05:00:00,300.0,False,DEL-CCU,SJ155_20260420003841,,accepted,2026-09-11 07:11:20.739575+00:00
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,01:58:00,118.0,False,BOM-MAA,6F193_20260420003441,,accepted,2026-09-11 07:11:20.739575+00:00
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,03:55:00,235.0,False,BLR-BOM,6F019_20260420001941,,accepted,2026-09-11 07:11:20.739575+00:00
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,04:51:00,291.0,False,CCU-BLR,AI102_20260420001741,,accepted,2026-09-11 07:11:20.739575+00:00
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,04:30:00,270.0,False,BOM-CCU,6F166_20260420000341,,accepted,2026-09-11 07:11:20.739575+00:00
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,03:22:00,202.0,True,BLR-BOM,UK175_20260419235641,,accepted,2026-09-11 07:11:20.739575+00:00
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,03:51:00,231.0,True,DEL-BLR,6F010_20260419235341,,accepted,2026-09-11 07:11:20.739575+00:00
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,01:44:00,104.0,True,BOM-MAA,AI234_20260419235041,,accepted,2026-09-11 07:11:20.739575+00:00
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,01:53:00,113.0,True,HYD-DEL,UK135_20260419235041,,accepted,2026-09-11 07:11:20.739575+00:00
6F272,Unknown,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,00:47:00,47.0,True,HYD-MAA,6F272_20260419233541,,accepted,2026-09-11 07:11:20.739575+00:00
AI061,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,01:31:00,91.0,True,BOM-CCU,AI061_20260419233141,,accepted,2026-09-11 07:11:20.739575+00:00
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,03:01:00,181.0,True,HYD-DEL,6F070_20260419232341,,accepted,2026-09-11 07:11:20.739575+00:00
AI015,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,01:54:00,114.0,True,BLR-CCU,AI015_20260419232141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,03:01:00,181.0,True,DEL-MAA,SJ076_20260419230141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ029,Unknown,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,01:27:00,87.0,True,HYD-DEL,SJ029_20260419225541,,accepted,2026-09-11 07:11:20.739575+00:00
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,03:45:00,225.0,True,CCU-DEL,SJ194_20260419224641,,accepted,2026-09-11 07:11:20.739575+00:00
AI235,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,03:27:00,207.0,True,BLR-HYD,AI235_20260419224541,,accepted,2026-09-11 07:11:20.739575+00:00
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,01:36:00,96.0,True,MAA-BLR,SJ048_20260419224341,,accepted,2026-09-11 07:11:20.739575+00:00
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,03:20:00,200.0,True,HYD-DEL,SJ114_20260419224241,,accepted,2026-09-11 07:11:20.739575+00:00
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,01:56:00,116.0,True,HYD-BLR,SJ146_20260419223741,,accepted,2026-09-11 07:11:20.739575+00:00
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,01:07:00,67.0,False,HYD-MAA,UK041_20260419223741,,accepted,2026-09-11 07:11:20.739575+00:00
6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,04:42:00,282.0,True,BOM-CCU,6F075_20260419222041,,accepted,2026-09-11 07:11:20.739575+00:00
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,04:09:00,249.0,True,BLR-BOM,SJ020_20260419221841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ099,Unknown,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,02:20:00,140.0,True,MAA-BLR,SJ099_20260419221441,,accepted,2026-09-11 07:11:20.739575+00:00
6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,01:33:00,93.0,False,BOM-CCU,6F078_20260419220441,,accepted,2026-09-11 07:11:20.739575+00:00
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,04:18:00,258.0,True,BOM-HYD,UK219_20260419220341,,accepted,2026-09-11 07:11:20.739575+00:00
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,00:32:00,32.0,False,CCU-DEL,UK223_20260419215841,,accepted,2026-09-11 07:11:20.739575+00:00
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,03:50:00,230.0,True,BOM-HYD,UK227_20260419215741,,accepted,2026-09-11 07:11:20.739575+00:00
6F260,Unknown,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,03:23:00,203.0,True,CCU-DEL,6F260_20260419215141,,accepted,2026-09-11 07:11:20.739575+00:00
AI096,Air India,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,04:58:00,298.0,True,CCU-DEL,AI096_20260419214841,,accepted,2026-09-11 07:11:20.739575+00:00
6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,04:19:00,259.0,True,MAA-BLR,6F022_20260419214641,,accepted,2026-09-11 07:11:20.739575+00:00
6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,03:03:00,183.0,True,HYD-MAA,6F237_20260419214141,,accepted,2026-09-11 07:11:20.739575+00:00
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,02:28:00,148.0,True,BOM-MAA,UK146_20260419214041,,accepted,2026-09-11 07:11:20.739575+00:00
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,01:12:00,72.0,False,BOM-CCU,SJ015_20260419214041,,accepted,2026-09-11 07:11:20.739575+00:00
AI108,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,02:45:00,165.0,True,BLR-CCU,AI108_20260419213241,,accepted,2026-09-11 07:11:20.739575+00:00
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,01:15:00,75.0,False,MAA-BLR,UK020_20260419212341,,accepted,2026-09-11 07:11:20.739575+00:00
6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,04:26:00,266.0,True,BOM-CCU,6F113_20260419210441,,accepted,2026-09-11 07:11:20.739575+00:00
6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,136.0,False,HYD-DEL,6F112_20260419210041,,accepted,2026-09-11 07:11:20.739575+00:00
6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,136.0,False,HYD-DEL,6F246_20260419210041,,accepted,2026-09-11 07:11:20.739575+00:00
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,00:33:00,33.0,False,BOM-MAA,UK158_20260419204941,,accepted,2026-09-11 07:11:20.739575+00:00
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,02:47:00,167.0,False,CCU-BLR,UK159_20260419204541,,accepted,2026-09-11 07:11:20.739575+00:00
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,03:36:00,216.0,True,MAA-DEL,UK084_20260419204441,,accepted,2026-09-11 07:11:20.739575+00:00
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,04:38:00,278.0,True,DEL-CCU,SJ206_20260419204341,,accepted,2026-09-11 07:11:20.739575+00:00
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,02:58:00,178.0,False,BLR-BOM,UK044_20260419203141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,03:30:00,210.0,False,DEL-HYD,SJ036_20260419202441,,accepted,2026-09-11 07:11:20.739575+00:00
6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,03:00:00,180.0,False,CCU-DEL,6F176_20260419202342,,accepted,2026-09-11 07:11:20.739575+00:00
6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,02:07:00,127.0,False,CCU-BOM,6F148_20260419202341,,accepted,2026-09-11 07:11:20.739575+00:00
6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,03:30:00,210.0,False,HYD-BLR,6F202_20260419201841,,accepted,2026-09-11 07:11:20.739575+00:00
6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,04:13:00,253.0,True,DEL-CCU,6F071_20260419201841,,accepted,2026-09-11 07:11:20.739575+00:00
AI105,Air India,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,01:47:00,107.0,False,CCU-DEL,AI105_20260419201641,,accepted,2026-09-11 07:11:20.739575+00:00
AI241,Air India,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,02:07:00,127.0,False,HYD-BLR,AI241_20260419201141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,02:19:00,139.0,False,DEL-HYD,SJ162_20260419201141,,accepted,2026-09-11 07:11:20.739575+00:00
6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,187.0,False,HYD-BOM,6F003_20260419200641,,accepted,2026-09-11 07:11:20.739575+00:00
6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,187.0,False,HYD-BOM,6F249_20260419200641,,accepted,2026-09-11 07:11:20.739575+00:00
AI237,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,03:15:00,195.0,False,BOM-CCU,AI237_20260419195841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,04:17:00,257.0,True,BOM-CCU,SJ134_20260419195841,,accepted,2026-09-11 07:11:20.739575+00:00
AI071,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,03:03:00,183.0,False,BOM-MAA,AI071_20260419195541,,accepted,2026-09-11 07:11:20.739575+00:00
6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,01:09:00,69.0,False,CCU-HYD,6F118_20260419195241,,accepted,2026-09-11 07:11:20.739575+00:00
6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,03:33:00,213.0,False,DEL-MAA,6F014_20260419194241,,accepted,2026-09-11 07:11:20.739575+00:00
6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,02:43:00,163.0,False,MAA-BLR,6F065_20260419194041,,accepted,2026-09-11 07:11:20.739575+00:00
6F271,Unknown,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,03:19:00,199.0,False,HYD-MAA,6F271_20260419193341,,accepted,2026-09-11 07:11:20.739575+00:00
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,01:53:00,113.0,False,MAA-CCU,SJ070_20260419185541,,accepted,2026-09-11 07:11:20.739575+00:00
6F007,IndiGo,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,00:59:00,59.0,False,HYD-MAA,6F007_20260419185541,,accepted,2026-09-11 07:11:20.739575+00:00
UK007,Vistara,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,02:14:00,134.0,False,DEL-HYD,UK007_20260419185041,,accepted,2026-09-11 07:11:20.739575+00:00
AI097,Air India,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,04:52:00,292.0,False,HYD-MAA,AI097_20260419184241,,accepted,2026-09-11 07:11:20.739575+00:00
6F256,Unknown,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,00:33:00,33.0,False,BOM-CCU,6F256_20260419184041,,accepted,2026-09-11 07:11:20.739575+00:00
UK047,Vistara,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,04:05:00,245.0,False,BLR-HYD,UK047_20260419184041,,accepted,2026-09-11 07:11:20.739575+00:00
AI024,Air India,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,01:07:00,67.0,False,MAA-BOM,AI024_20260419183841,,accepted,2026-09-11 07:11:20.739575+00:00
UK113,Vistara,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,04:24:00,264.0,False,CCU-DEL,UK113_20260419183441,,accepted,2026-09-11 07:11:20.739575+00:00
SJ163,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,04:36:00,276.0,False,DEL-HYD,SJ163_20260419183241,,accepted,2026-09-11 07:11:20.739575+00:00
SJ208,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,01:01:00,61.0,False,DEL-HYD,SJ208_20260419183241,,accepted,2026-09-11 07:11:20.739575+00:00
SJ221,SpiceJet,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,04:46:00,286.0,False,MAA-HYD,SJ221_20260419183141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ084,SpiceJet,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,00:59:00,59.0,False,HYD-MAA,SJ084_20260419183141,,accepted,2026-09-11 07:11:20.739575+00:00
6F127,IndiGo,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,04:01:00,241.0,False,HYD-BOM,6F127_20260419182741,,accepted,2026-09-11 07:11:20.739575+00:00
AI122,Air India,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,04:11:00,251.0,False,BOM-CCU,AI122_20260419182541,,accepted,2026-09-11 07:11:20.739575+00:00
AI139,Air India,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,01:01:00,61.0,False,HYD-MAA,AI139_20260419182341,,accepted,2026-09-11 07:11:20.739575+00:00
UK149,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,04:46:00,286.0,False,MAA-DEL,UK149_20260419182241,,accepted,2026-09-11 07:11:20.739575+00:00
AI149,Air India,BOM,HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,03:17:00,197.0,False,BOM-HYD,AI149_20260419181941,,accepted,2026-09-11 07:11:20.739575+00:00
SJ243,SpiceJet,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,04:46:00,286.0,False,BLR-DEL,SJ243_20260419181741,,accepted,2026-09-11 07:11:20.739575+00:00
AI053,Air India,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,04:15:00,255.0,False,CCU-DEL,AI053_20260419180441,,accepted,2026-09-11 07:11:20.739575+00:00
UK061,Vistara,BLR,BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,01:50:00,110.0,False,BLR-BOM,UK061_20260419175841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ004,SpiceJet,MAA,DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,03:09:00,189.0,False,MAA-DEL,SJ004_20260419175241,,accepted,2026-09-11 07:11:20.739575+00:00
AI173,Air India,HYD,DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,04:51:00,291.0,False,HYD-DEL,AI173_20260419173641,,accepted,2026-09-11 07:11:20.739575+00:00
6F085,IndiGo,HYD,MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,02:00:00.298000,120.00496666666666,False,HYD-MAA,6F085_20260419173241,,accepted,2026-09-11 07:11:20.739575+00:00
AI252,Unknown,HYD,DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,04:24:00,264.0,False,HYD-DEL,AI252_20260419173041,,accepted,2026-09-11 07:11:20.739575+00:00
SJ109,SpiceJet,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,03:04:00,184.0,False,BOM-DEL,SJ109_20260419172441,,accepted,2026-09-11 07:11:20.739575+00:00
UK123,Vistara,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,02:54:00,174.0,False,BOM-DEL,UK123_20260419172441,,accepted,2026-09-11 07:11:20.739575+00:00
6F125,IndiGo,BOM,CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,04:04:00,244.0,False,BOM-CCU,6F125_20260419170941,,accepted,2026-09-11 07:11:20.739575+00:00
UK183,Vistara,BLR,CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,01:23:00,83.0,False,BLR-CCU,UK183_20260419170741,,accepted,2026-09-11 07:11:20.739575+00:00
AI110,Air India,BOM,CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,04:53:00,293.0,False,BOM-CCU,AI110_20260419170741,,accepted,2026-09-11 07:11:20.739575+00:00
UK105,Vistara,CCU,HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,01:07:00,67.0,False,CCU-HYD,UK105_20260419170441,,accepted,2026-09-11 07:11:20.739575+00:00
6F128,IndiGo,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,01:07:00,67.0,False,HYD-DEL,6F128_20260419165641,,accepted,2026-09-11 07:11:20.739575+00:00
6F224,IndiGo,DEL,MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,01:59:00,119.0,False,DEL-MAA,6F224_20260419165341,,accepted,2026-09-11 07:11:20.739575+00:00
SJ130,SpiceJet,BOM,DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,04:00:00,240.0,False,BOM-DEL,SJ130_20260419165341,,accepted,2026-09-11 07:11:20.739575+00:00
AI224,Air India,DEL,HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,04:45:00,285.0,False,DEL-HYD,AI224_20260419165141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ182,SpiceJet,CCU,BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,00:48:00,48.0,False,CCU-BOM,SJ182_20260419164841,,accepted,2026-09-11 07:11:20.739575+00:00
UK164,Vistara,BOM,HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,04:24:00,264.0,False,BOM-HYD,UK164_20260419164641,,accepted,2026-09-11 07:11:20.739575+00:00
AI161,Air India,CCU,BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,03:00:00,180.0,False,CCU-BOM,AI161_20260419164041,,accepted,2026-09-11 07:11:20.739575+00:00
6F206,IndiGo,DEL,BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,04:20:00,260.0,False,DEL-BOM,6F206_20260419163941,,accepted,2026-09-11 07:11:20.739575+00:00
SJ204,SpiceJet,CCU,DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,01:41:00,101.0,False,CCU-DEL,SJ204_20260419163441,,accepted,2026-09-11 07:11:20.739575+00:00
AI206,Air India,CCU,MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,03:31:00,211.0,False,CCU-MAA,AI206_20260419163041,,accepted,2026-09-11 07:11:20.739575+00:00
6F140,IndiGo,CCU,HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,01:51:00,111.0,False,CCU-HYD,6F140_20260419163041,,accepted,2026-09-11 07:11:20.739575+00:00
6F253,Unknown,MAA,BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,01:58:00,118.0,False,MAA-BLR,6F253_20260419162641,,accepted,2026-09-11 07:11:20.739575+00:00
SJ203,Unknown,DEL,HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,02:05:00,125.0,False,DEL-HYD,SJ203_20260419162241,,accepted,2026-09-11 07:11:20.739575+00:00
SJ161,SpiceJet,MAA,BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,00:42:00,42.0,False,MAA-BLR,SJ161_20260419162241,,accepted,2026-09-11 07:11:20.739575+00:00
AI098,Air India,HYD,MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,02:10:00,130.0,False,HYD-MAA,AI098_20260419160141,,accepted,2026-09-11 07:11:20.739575+00:00
AI168,Unknown,DEL,CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,04:30:00,270.0,False,DEL-CCU,AI168_20260419155041,,accepted,2026-09-11 07:11:20.739575+00:00
UK190,Vistara,DEL,BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,03:04:00,184.0,False,DEL-BLR,UK190_20260419154941,,accepted,2026-09-11 07:11:20.739575+00:00
AI085,Air India,DEL,HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,04:48:00,288.0,False,DEL-HYD,AI085_20260419154541,,accepted,2026-09-11 07:11:20.739575+00:00
AI076,Air India,BLR,BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,00:35:00,35.0,False,BLR-BOM,AI076_20260419153741,,accepted,2026-09-11 07:11:20.739575+00:00
UK130,Vistara,MAA,BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,04:07:00,247.0,False,MAA-BLR,UK130_20260419153641,,accepted,2026-09-11 07:11:20.739575+00:00
6F038,IndiGo,HYD,MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,03:57:00,237.0,False,HYD-MAA,6F038_20260419153641,,accepted,2026-09-11 07:11:20.739575+00:00
UK110,Vistara,HYD,DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,04:47:00,287.0,False,HYD-DEL,UK110_20260419152641,,accepted,2026-09-11 07:11:20.739575+00:00
SJ013,SpiceJet,DEL,MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,04:29:00,269.0,False,DEL-MAA,SJ013_20260419152541,,accepted,2026-09-11 07:11:20.739575+00:00
AI039,Air India,MAA,BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,03:32:00,212.0,False,MAA-BLR,AI039_20260419152441,,accepted,2026-09-11 07:11:20.739575+00:00
AI248,Air India,CCU,DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,01:18:00,78.0,False,CCU-DEL,AI248_20260419151741,,accepted,2026-09-11 07:11:20.739575+00:00
6F199,IndiGo,DEL,MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,02:17:00,137.0,False,DEL-MAA,6F199_20260419151541,,accepted,2026-09-11 07:11:20.739575+00:00
