booking_id,passenger_key,flight_id,booking_date,status,record_status,reject_reason,processed_at
B1306,07f3fc4888b01635c53d2e0677c7d5cf6ed1b6377630af5795819ccbb4910e2e,SJ076,2025-12-01 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1307,07065b72f67d6c71e85f96f4dfac95058739bee7ff49320626a4c55886b086a4,UK227,2026-01-26 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1308,008c0095fecab8f3c61f0d549a05f20b5c5ca6ea4a0b51061f361a2a5a85f0ce,UK135,2025-07-22 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1309,bd9f60ae950c23464ed2b001cb09272ba106c87267bd92d51e797d54054647ec,AI234,2025-05-06 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1310,b67170d5152dfe731ae81b88f4a6f661bbe291db43d6f4b506e90d45f1c241bb,6F113,2025-08-20 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1311,7cc69cf32be76405ae0ef79048e3b3ac8c824fab2ea366c4c2675c2e987532ee,SJ206,2025-11-16 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1313,71da4600d7e2b4f3631b164a665ae2d11598aee2f8c4f57fc4ec083fe5042362,6F260,2025-05-16 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1314,43f966839bbac42105d3d34a1cd50e8c55d2eaa11c878b4a7a65e020cb2a2a32,AI061,2025-04-28 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1315,8666c0b5e61c77b3690c568e3036411822a2f34010d2503676df185dd4e717e4,6F237,2026-03-26 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1316,3b2be963cb2215d597840b08198dcd72e64a2caa57005f7d8eae91393dd50b14,SJ099,2026-01-06 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1317,b117a117a2fdb6df4eeef59bd2fa6d4789f00059e96f3c20c3882fb0ba8abd09,SJ146,2026-02-24 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1318,f942a3b87796d3f50af546c34a3974a56abe065b56ea2552599d75a76506291f,SJ146,2025-05-23 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1319,4eb5f8c60498cb6453cb4d3862c3a27ac28972d212cdc34841ac92c36e00caf5,6F071,2025-05-04 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1320,6af2848bc09d6a1af0affe9e0984454a11fb3706fdeb730e2a02b3e17c961084,6F272,2025-08-13 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1321,e5d58aeed9a2b2390ed4b31e99cdbb4c4459c4ce513f3dfcf86fb2a96e4599f3,SJ029,2026-02-12 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1322,664f18ed7d062e75d85733706fd65dd94c16709d67beaf63116275ce93c2e815,UK084,2025-07-27 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1323,e60b4de9bea19518f7a8b0864528a25351b68d306a0d68d973a97b10bb40da6f,SJ048,2026-02-06 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1324,85dde8cb360db5820f55b8ddf471a72d7a5b06242758a3de44d4755d5c9cd281,AI108,2026-02-04 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1325,930f6b6b6fd23366f5e3f11c789dc6e3a02a0aea3a96ff079903d5b1ebdc9164,SJ134,2025-08-11 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1326,9e1d441aa5082d5fa323493bcb16355a9fc117a1e1f5bb813c63b108f06f998e,UK146,2025-10-31 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1327,513ff04844cb263c9ea06a8137a24e53dc3a10a07c39d4cc40bb86b6f751685f,SJ036,2025-09-24 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1328,f38c7306bbb08f177edb5cadd34dd749be99032b8699b096393b0e7ad0d720cd,6F202,2025-11-01 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1329,2031bce13d7599e82fbd93a30ac8bc464fc6686c334d0a2ad38c59f3ee6fc2f5,UK041,2026-02-13 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1330,e8816d03d7ecfbbf63f740fb08448abadaf42a2a62442631c57e8f761e711039,6F078,2025-12-06 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1331,0f117cfd6a61d4576333a54d3e7c03f1d610d6f7077850b4e9b62948ff1bce0d,AI097,2025-07-03 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1332,2adc9149d1a9f485501112fddabd6ede3a9de7570e9413bb7a98cc5a7dbae745,UK159,2026-01-15 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1333,27a5f881ccdb4ec4779076eafe5a4698bc0bbd20b40a8ce83e707474d8ebd74a,UK044,2025-09-06 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1334,8fe15f141709c192fcb47b033e7115f4cb378bf851e10dfce8922b10da00dfba,6F176,2025-09-27 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1335,d7245e50cc9ceadb197432658fcb06badc7cedea7570cd3aecd0401c3806a270,SJ221,2026-02-11 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1336,8bca367967fbb829ca70fbaf351af7eb94b876156429d03b75289b69b838fbb9,6F112,2025-07-03 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1338,cd42939e61157a60d3e5bdf2db55645b9480615a4fdf75984a5b6637caa43414,6F014,2026-02-21 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1339,9eb5fc543797aac48cbe339af1e78ff7989e9ccaececee69d6c07e2d2c8a70e3,AI237,2025-09-17 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1340,bdecafd8816a0f44afbaa7a302a1f69a66f5dd4fb37fe1463eae27bb929786cb,6F003,2025-12-14 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1341,799ad972bf89b2814af9828b268e8439ddc585ed3f078236fa140179247d68a9,6F249,2025-07-04 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1342,e6b9ed474beaec36a4a8c3f5c81d95cbcedce27480f03061e0ce77aa4c83b87f,UK149,2025-04-29 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1343,90395cf0a969344b56786d995bd89378a0b7ee5de79c9f715fdf39d4d437b847,SJ163,2026-03-08 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1344,76db5aea3b6b233584db9dd4995a4542ba51f2895ab5d5ecd30afbc2ed431c79,SJ243,2026-03-28 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1345,c7fd00be2957d47c6846402d9663a2df55ebc677786c66a8077efe5797691bc0,UK113,2025-06-06 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1346,e17819d2e40777a155ad35cbe9b2afc837e46881f2b06e0c2956030dbf82849b,AI071,2025-06-07 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1347,c20a8f8180acd8e547de2a5cf79547b5c50b8fc2b1c97da4c3f8c9a06580f41b,6F271,2026-02-07 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1348,ea9bde3d6d2bfbad37d63273b3894f309dc0746736ac9dcad43d9e9d1aefbf7d,SJ015,2025-06-05 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1349,49b082dc72d8c6cd5b8267e5efd314da4be5649ba8185d8b314f298fbf9db9e9,UK047,2025-11-19 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1350,d1356b44bba34cc384a19cea4943fc09977214cba2b977cacd5464e7311ad240,UK020,2026-02-04 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1351,0b7f87b6fe8e6b5501124782f198de8633c95a2c341fcf9ce1c660cab93819f7,AI122,2025-09-03 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1352,9384466230d99521197fbefb0b61d92519d788d4253a5ce56dcc4521e9802c12,UK223,2025-10-20 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1353,b09c2aaad3cb07d08d0f673079780bb761d55cabcbe6c25f3ee9dd3160a5a8df,6F148,2025-09-19 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1354,71c5f6a8e2c2c1c17a30c85894593b5750b72ea8641d76899ca7230d09676324,SJ162,2025-12-14 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1355,6939dadcc90a744e6660b32ecc341ad210bffb60e2705d500e2ffa3acf18a07c,6F127,2026-03-30 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1356,b9d2b2e914f20c04fcd40848f28e072c5170963223fa5208782bf39dc8645f7b,AI173,2025-11-10 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1358,63681d54441aab5b86268e61db044ed49bad1bb75208de35d1db0e05bcf783fc,AI053,2025-06-22 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1359,1ab20b0303daf21ff66b01c917cafa3271a8fa3a8ff8fa1b7fb671f4b2ea3417,AI241,2025-10-22 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1361,a0ed6e5942cbb0532f9c6954a87d990fc3d1295896f08b476cd1f0486ec345cf,AI110,2025-08-24 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1362,d4555caa6a341a2f3590063d39b260afbe29bf6866d68d257e841de626073c2b,AI252,2025-10-22 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1363,8a36041c0e0a913ff3c6e26532fbfb64b53fc44b30b52f4a32f428a79e3ed2c7,AI149,2025-12-14 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1364,4cc9946eb54157a0bf1da08964f3e59b4773b1031edcf5a91a79fa87c2834f39,AI224,2025-09-09 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1365,d930a43b2752be3879a93e109d92f631747cf3321f9e9d8ea3c32941cffe632f,UK158,2025-07-03 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1366,b87d36a0463a33f0baa71866f30c2f5ce8068fd5e26fd7e3254d0e520c5c63b2,6F125,2025-05-05 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1367,3c30b2d6f533eaa0bdccadbdd9bd4f1ae2778368b82f487ef03866571eb76dc2,UK164,2025-12-14 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1368,1441d18cc9fc6be0a932b69a6f2f5af371bbf48488fe40e4353c5f10c34368cf,UK007,2025-12-26 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1369,c2214ee40b43b4b3548d647dba7d76146041eb8cf858351aa650f25b65fc67e5,6F118,2026-03-18 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1370,b9321e2bdef7ef53c3be4638b68538e99419d9b6e3587cfff31c5e62ee57258d,SJ004,2026-01-01 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1371,a437aced8892408b481277200461fcf998bb5ca36471609d65a746637038558a,6F206,2025-09-25 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1372,930f6b6b6fd23366f5e3f11c789dc6e3a02a0aea3a96ff079903d5b1ebdc9164,SJ130,2025-05-11 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1373,e3e390bf6bcc6a4b9edaf64f8bdec33f5f74f27f29e375fbd3e4db23d620e969,SJ070,2026-02-14 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1374,85712f4d85e9e7507f67ace15f4d8e5c822be19e475a9db328d2dd2255dbd371,AI085,2025-04-24 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1375,6af2848bc09d6a1af0affe9e0984454a11fb3706fdeb730e2a02b3e17c961084,SJ109,2025-09-02 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1376,f52c769551b6545b01616321a38dca33e20f4e80f3f0d32a977c291fc6fd38e8,AI168,2025-08-24 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1377,b30baf3e0a4fdf26663978d677b9b4ae2cd098e25b207bba93bce306e6c1267b,UK123,2025-10-24 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1378,d76fbfc738233db4832f2e931acdbfbb0ae0aaea5ae8e71e85a64efc52cc26af,UK110,2026-01-16 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1379,8fdb1c34e1db3d3ec9f3bcf36245c5d6185deb42bd1fa38ead960bfbb0595013,AI206,2025-11-02 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1380,6e87aca372740351bb93fa6583f2e440476271d6233fce02f95031864662667d,6F007,2026-04-16 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1381,008c0095fecab8f3c61f0d549a05f20b5c5ca6ea4a0b51061f361a2a5a85f0ce,SJ013,2025-11-11 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1382,84073b4c6130bfde40f19191889ad0e3a91ac7f69be5be30bf9054d55d71ccf5,UK061,2025-09-19 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1383,e13bcc04215322b84c5a8bd9d64a1e9057169d661a3d0c0b48adefb0fce06114,AI010,2025-09-24 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1384,58ad7e8c7d2564f8ab6aee27d2fd7e22edd053c249bda065ac31cff01ba7949e,AI024,2025-05-16 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1385,7bc4a509fb40533bfd5e8c3c16b763b77dec332034dffab54f74884f75ec6da4,UK130,2025-06-08 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1386,eac767acc889599e2b2c4a0d986a9142131861712125cf58128fc3ceecbb3c60,AI161,2026-03-12 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1387,0549c5606a92870f70109ebee9ff43c1d73149f0c71be3e5a346034aa515891c,SJ208,2025-07-23 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1390,39703d5ba7b65802429f129725d589035b3adc0add18515254d55d48d1d72cd4,SJ028,2026-03-09 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1391,a2187b25a0cbea449fd5e1b8e0294405f4ec4580d466eb4f3aa6f7ed0b34c117,SJ084,2025-11-26 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1392,c20a8f8180acd8e547de2a5cf79547b5c50b8fc2b1c97da4c3f8c9a06580f41b,AI139,2026-03-27 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1393,4d7a3dc51aeb1dbe31e5c9ec6503526e50b86622d619666d789d29818e39803e,UK179,2026-04-06 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1394,bd9f60ae950c23464ed2b001cb09272ba106c87267bd92d51e797d54054647ec,6F256,2025-07-23 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1397,0d5e13493e81e1ca5563f262ca32d89b5810cc0b9e8cfda962e28224a345f382,UK190,2026-02-05 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1398,c4afe5bb89e4ca677cc4701a5fa13f223d3864b0a8cda7744d9b0515c9533ff1,6F224,2026-02-04 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1399,c48807017b31e971cff2bd49d93a60dcf6433da0ddcc0945e26c48ebfd54dfdc,UK221,2025-05-31 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1400,987f31d599db55748dc5ac03877cf4dbe02a7ea9a90fc587322ebca7f3541073,SJ107,2026-04-02 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1402,d599ed872679fc8e7943157ef7d8702d470b7da34c022f7a056e2ed22f5f43bc,UK183,2026-03-21 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1403,102125c119d55a21fb05a995a49f7133dc5ded5262c9b92356676d7c4a5526c0,SJ203,2025-05-08 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1405,10b32db5b9526036de158a63d33785ceae5ced5d25dc682d14594e357c63d0ac,AI100,2025-08-26 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1406,5832cef011f9ef91f0ca690a3f6793cceb1a7b8118a276313c274060953d471e,6F140,2025-06-24 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1407,5e1101238387bb2352c98ddc4880a18c9eeac5df79626620edaf90eab759f9d7,UK048,2025-08-26 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1408,ffc825448949f9e1f379b3b5b13dba7cf41d7c14d8c7caf2edb9a45e4e702eef,SJ204,2025-07-29 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1409,5a50882049b3aa847dbc927b282c48d334e45866df20f670f8a0303caf9e9417,UK105,2026-03-24 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1410,c447e6a3f4a42073ec337be423399b882aa41c462d16d0b016fe56c61665f008,AI098,2026-04-13 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1411,ca27d76e5f01d6e819be731b4ecf8322e0de4ab935f9738aaef6076ff28051a3,6F013,2025-10-12 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1412,7f536469af8ff37c88949aa6a2502c124085635941a606e9e8f0222f2a508cf3,6F128,2025-11-18 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1414,9a96b8b634961e91b6337a7e60f6e97a241d191493e00bd94429020be24b8576,SJ182,2026-01-07 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1415,4832ced0a54904db67260c33ef1d337ed0f397a940bc0452f36037cc4df40451,6F199,2026-03-22 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1416,58ac1518aeab6d88fb7ecf0ee009b3cf59dec7e3456cef132fbf67297debf023,SJ187,2025-08-17 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1417,7a1ca5278f4fff391c5e9cf2282d2c0acc34caeb743c13f095c3deb80d5faee9,AI182,2025-08-18 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1418,b1e2b90a4a6684122b97071409219c86f51ce69f9e52840d1046aff53950a2de,SJ027,2025-05-04 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1419,09f7d6498b686486ed8ef40e5e4d46326fb533ba2fb86c094777afa34e041142,SJ062,2026-01-20 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1420,acd5eb51c167c1a1669693591fbb5e2d4bc0712c34f05f6d9eda91f8b0c2684d,SJ161,2026-02-24 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1422,ed9aa58ffb5132cdebb750bf9dab83c62af567d49867f18d7eca167e163a7602,AI181,2026-01-04 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1423,20de9998fdd799828f361bcb24f944828672d88cdd48629bad0aed339e4f5dd3,AI003,2025-06-12 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1424,e0e12f9a8cc591cac86d778b1a33d85dd09b108b8bebc03d4c8e31eb7c2ca8f5,6F150,2025-11-05 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1425,63b545348fa25df0a2eb90cbafc05f74024a4efdc673d810b3024c2578e7baa5,SJ175,2025-06-28 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1426,23e6b6b92e9ea47aabf9d5db33ce197a3b4177cae1cd333300bfb340b72c2ce8,6F041,2025-12-15 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1427,8fe15f141709c192fcb47b033e7115f4cb378bf851e10dfce8922b10da00dfba,SJ040,2026-04-15 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1428,250466a98b09074733f89782e5bad04c772350a53b91dbfb3261fea611cad08b,6F020,2025-06-17 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1429,d94aa9805fa4e81ada74f28a7f7877fa077a3743b89171da08337b2a704804d3,AI248,2025-05-08 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1430,2b3eff89567dbd12d3e51b8bf287be7b5b2fafaf3a854d12c05df78315518aab,SJ016,2026-02-08 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1431,a68a10b800e5580832714f34d4d52a3319d2a5fad633c556e3ba42a5d0fcf5b5,UK204,2025-11-21 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1432,29f06e7be3a69be9c6ba28c85107a269c6a6c39fd6a97854ebdc22a7eb969e3c,6F211,2025-09-02 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1433,40a97379060609bdd452c24adc4b156c1ff770a056631e412a3607999f9ee8f4,SJ166,2025-05-07 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1434,471defa5224d16816b596306b4d21473807c24b60b4ad74eb536a95e18c86916,AI036,2025-10-19 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1435,2c8f08d6ea90c8b9dcbaadb114154852dca702070a6418c45432ac65e23b3379,SJ215,2025-09-18 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1436,9bcea1123657417e1edf8002e02f9a390ad0aa6d0557efaeb1dd22fad645327d,AI076,2026-01-05 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1437,0e78f54cf78ff831578b6614810ac0edf01d716b28cd1e848ebf25c319a76405,SJ012,2025-11-28 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1439,fff19b2eb890c8ecb08337b7ea7654ba35fee401da97cd2da6a26ad16ac7b4fa,SJ173,2025-11-09 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1440,63464e0c913db95d034a4e21dec2ecc24c3fbe6bc42df4428612cc40baf1c301,AI193,2026-03-09 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1442,623845d5358fc3c9c200d21b8e7b91c87c2d75056c906fc9504762f7b0046901,AI225,2025-06-02 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1443,dd89072a6d400f0dac0f79d37a72cb63eb73677c86d8b3642db924095328e1ad,AI190,2025-10-09 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1444,e828922ca0d1095777a28235238c4922bce43d08e0247b4013fc415d20602881,SJ238,2025-12-25 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1445,2ef8603b9ef844250dc5d7cbbbd9ec1c59acc800f2d6f028cca961cea169fc19,6F005,2025-12-21 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1446,f0dfc35944f73b2d0ff1b744b561a96979682de9f94be46d711d7859f491ba30,UK136,2025-09-25 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1447,9dfc8110ab0aef3adb8ced075a4f00975af734fe16cf8554a05b32a7fb2a0174,SJ063,2025-05-21 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1448,4d7a3dc51aeb1dbe31e5c9ec6503526e50b86622d619666d789d29818e39803e,6F175,2025-11-21 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1449,1cb0030d74d6972957cd7728fb31c1113563836e0481c9e0107e1a58d1e8b941,AI037,2025-05-23 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1450,3c15183e35b631f19535ea8c42b09409ddc6be33568edcf14a7ac8d41ab42f2b,UK225,2025-11-11 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1451,3f47c59b3fcad5f07e4f3567ba19417a996fdef68e54b377951320e1615d4ebc,AI141,2025-05-20 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1452,4daa6fb86680ee31639b11512292474bbe49709bdd9fe7b88407b66e7667d11a,6F172,2026-01-26 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1453,096c23e31c806281f1f32020c0418a02646231cb3570aef7fdbdd0a8a7b35195,6F219,2026-02-07 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1454,7beae73be32351ac577d07c8af2b79160bfa4af12260629372c60f16878139b5,AI045,2025-08-16 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1455,446f9599d11d1c595d631c7c07fa9d97a9354cc36e717cb1cd42001a81cc2421,AI198,2026-04-12 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1456,4615f74cf6fcceb53b0ba5bf5529e8ab4b9c25f3a2abf759fa18f2e0e70072eb,AI120,2025-04-24 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1457,060689d18a1c8484e98ee6d109d30e5905671d74e2029625f5880d4190de7f90,6F134,2025-06-11 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1458,f80c88b42db4965170c702de8cacbf3f36e59cc3bd465542a2185429230f8417,UK102,2025-11-19 11:37:36.951,CONFIRMED,accepted,,2026-09-11 07:11:20.746785+00:00
B1459,6c6714b9c7e0cccd153ac2ac2595faa380efdad561b2a780ae82469cfa17c55b,SJ199,2025-06-10 11:37:36.951,CANCELLED,accepted,,2026-09-11 07:11:20.746785+00:00
B1460,7cd39a36426f7cda24e99b933e0946b7cd1cd28855cbf360a76fecdf1d17c9c3,6F235,2025-10-01 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
B1461,e244c05f72fe069c7420c78c86dcb12a792638510be262f8dc36958e33ca7746,UK065,2025-10-14 11:37:36.951,PENDING,accepted,,2026-09-11 07:11:20.746785+00:00
